Id	Name	Started_Airing	Score	Release_Year	Synopsis	Episodes	Studio	Rating	Type	Source	Genres
669	Kujibiki Unbalance	2004-12-22	6.1	2004	"Chihiro Enomoto is a freshman that just got to a new school called Rikkyoin High School. He lost his parents in a traffic accident when he was 10. Since then, he has been living only with his elder sister Shinobu. He is good at cooking and cleaning, and does all the housekeeping jobs. He fell in love with Tokino at first sight when he met her in the school library on the first day of school. Another girl named Ritsuko, a childhood friend of Chihiro and the chair of student council, falls in the love with the boy instantly after this long-awaited reunion. But she is not the only one who is in love with him. This is the story about a one-year campaign among the candidates for the next students government leaders, who are also chosen by the lot (kujibiki), in order to gain the position.

(Source: ANN)"	3	Palm Studio	PG-13 - Teens 13 or older	OVA	Other	Comedy;Romance
693	Burn Up Scramble	2004-01-12	6.1	2004	"AD. 2023, Tokyo. Because of the change of the society such as internationalization and enlargement of the trading, the dark side of the society also continues changing. The criminals are getting deep, and their organizations are increasing its size, then the peace and security is getting worse.
 
The government takes it seriously, and decides to introduce an innovative system. In order to cope with the special criminals, an extralegal police is founded. 

It is a special criminal team, Warriors, which consists of a few elite members. 

(Source: AnimeNfo)"	12	AIC Spirits	R - 17+ (violence & profanity)	TV	Original	Action;Comedy;Drama;Ecchi;Mystery;Sci-Fi
722	Baby☆Love	1997-11-01	6.1	1997	Seara loved Shuhei ever since she was a little girl. Although, Shuhei was three years older and much bigger than her. He told her to come back when she was older and more grown-up. A few years later, Seara grew to look like a high school student and managed to riggle her way into Shuhei's home. She will now attempt to win his heart, although there might be some obstacles in her path.	1	Studio Comet	PG-13 - Teens 13 or older	OVA	Manga	Comedy;Romance
818	Sakura Tsuushin	1997-05-21	6.1	1997	"A Keio University (one of the top three colleges in Japan) exam candidate, Touma Inaba, is interupted when a cute young girl, Urara Kasuga, arrives at his hotel room door. She later turns out to be his cousin who he barely remembers from his childhood. Urara, who had felt something special for him (an other-than-cousinly-love), invites Touma to live with her since he has no place to stay other than the hotel room. Before taking the test, Touma meets Meiko Yotsuba, a beautiful, sophisticated woman also trying to get into Keio. Meiko gets into Keio but Touma does not, due to a cold Urara had given him shortly before. Although he did not make it, he pretends he does to earn the respect of Meiko. Touma is caught up in a love triangle with Urara and Meiko, while struggling to keep Meiko believing he's really a Keio student and still be there for Urara at the same time. 

(Source: ANN)"	12	Shaft	R+ - Mild Nudity	OVA	Manga	Comedy;Drama;Ecchi;Romance
839	Samurai Spirits 2: Asura Zanmaden	1999-06-25	6.1	1999	"One hundred years after their deaths at the hands of a former colleage, six legendary holy warriors are reborn to seek justice against the teammate who betrayed them into the hands of an evil god. Based upon one of the most popular video games of all time, Samurai Shodown is a sprawling feature-length saga of reincarnation and revenge, featuring some of the most spectacular battle sequences ever animated! Join Charlotte, Wan Fu, Nakoruru, Galford and Tamtam as they search the feudal province of Edo questing for their lost comrade, Haohmaru, and their sworn nemesis Shirou Amakusa. Will the followers of the divine light triumph over the forces of the dark, or is the course of history destined to repeat itself? Before their hundred-year journey has ended, six samurai will prove that the only thing stronger than their holy blades is the steel of their wills! 

(Source: AniDB)"	2	Ajia-do	R - 17+ (violence & profanity)	OVA	Game	Action;Fantasy
848	Jinki:Extend - Sorekara	2006-02-22	6.1	2006	Aoba is a young girl who loves to build models of robots. She lived alone with her grandmother until her grandmother passes away. Shortly after she is kidnapped and brought to a secret base where she discovers a huge robot. The piloted robots fight against Ancient-Jinki in The Grand Savanna, but the true meaning behind the fights is hidden. Aoba works hard at the base so one day she can pilot one of the robots and discover these secrets.	1	feel.	R - 17+ (violence & profanity)	Special	Manga	Action;Sci-Fi
854	Soul Link	2006-04-02	6.1	2006	"Aizawa Ryota was in the 3rd grade of the preparatory course of Central Military Academy. In 2045 AD, he went to a space station, Aries, for the training with his classmates including Nagase Saka and Nittak Kazuhiko. However, the station was attacked by a terrorist group, Hallarax. Now they must find a way back to earth. 

(Source: ANN)"	12	Picture Magic	R - 17+ (violence & profanity)	TV	Visual novel	Action;Adventure;Comedy;Romance;Sci-Fi
927	Transformers Superlink	2004-01-09	6.1	2004	"It has been 10 years since the fateful battle with Unicron. Many of the Decepticons who fought in the battle against Unicron have joined forces with the Autobos to mine for Energon, an alternate energy source. But a new source of evil has a risen, Alpha Q who plans to steal the Energon from the Autobots with the help of Scorponok and the Terrorcons. This new evil is trying to revive Megatron and Unicron in order to rekindle the old flames of war. 

(Source: ANN)"	51	Actas	PG-13 - Teens 13 or older	TV	Other	Adventure;Sci-Fi
932	Ichigeki Sacchuu!! Hoihoi-san	2004-09-30	6.1	2004	The time is the near future. Cockroaches and other household pests have become immune to all forms of insecticides. In response to this crisis, a Japanese company has created small, doll-like, insect exterminating robots called Hoi Hoi-san. A competing company has also released their own version, Combat-san. Because of their adorable appearance, these little robots have become somewhat of a phenomenon and have gained many fans. Late at night, in the home of one such fan, Hoi Hoi-san and Combat-san search for insects to exterminate... but Combat-san is not above trying to exterminate Hoi Hoi-san while she's at it.	1	Daume	PG-13 - Teens 13 or older	OVA	Manga	Comedy;Sci-Fi;Slice of Life
1056	Good Morning Call	2001-08-02	6.1	2001	"One year has passed since Nao and Uehara accidently moved into the same apartment. Since then, they have become an official couple. With Uehara's 16th birthday coming up, Nao's biggest worry is what to buy him. Everything is going smoothly- that is, until Nao realizes Uehara's birthday has already passed and she spent it acting as a cut model for the handsome hair stylist, Asai. 

(Source: ANN)"	1	Production I.G	PG - Children	OVA	Manga	Comedy;Drama;Romance
1100	Soreyuke! Uchuu Senkan Yamamoto Youko	1996-03-06	6.1	1996	"Meet Yohko Yamamoto - a cat-eyed, 15-year-old girl in the late 20th century with a love for videogames and Pocky. Because of her exceptional talent with arcade shooters, she's been recruited by Lawson to travel a thousand years into the future to pilot the prototype ship TA-29. Together with Ayano Elizabeth Hakuhoin, Madoka Midoh and Momiji Kagariya, Yohko leads the Terran team against Rouge and Ness' infamous Red Snappers in this epic space adventure. 

(Source: ANN)"	3	J.C.Staff	PG-13 - Teens 13 or older	OVA	Novel	Adventure;Comedy;Sci-Fi
1175	Metal Fighter Miku	1994-07-08	6.1	1994	"In the near future, the sports world is dominated by Neo Wrestling, a new spectacle in which Metal Fighters challenge each other to be named champion. 

The story follows the girls of the Pretty Four; Miku, Ginko, Sayaka, and Nana, as they face off against the current champions, Team Sapphire. With a burnt out drunk named Eiichi Suo for a coach the girls must not only contend with problems in the arena but also unforseen circumstances that arise in day to day life. Only through protecting their friends, understanding their enemies, and eventually challenging their idol Aquamarine, can Miku and the girls understand Eiichi's purpose and the shady secrets behind Neo Wrestling.

(Source: ANN)"	13	J.C.Staff	PG-13 - Teens 13 or older	TV	Original	Comedy;Sci-Fi;Sports
1188	Momoiro Sisters	1998-08-26	6.1	1998	"Momoko is a high school student, trying to live up to her older sister Sakura. Sakura works in an office along with many other co-workers. The two sisters, and their friends, experience the everyday hardships and situations of being a woman. 

(Source: ANN)"	23	Studio Deen	PG-13 - Teens 13 or older	TV	4-koma manga	Comedy
1202	Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo	2006-03-22	6.1	2006	"Based on the RPG game of the same name. Aurica Nestmile is a young Reyvateil, or ""singing maiden"" who feels her song magic is not of much use to anyone. From high up on the tower Ar Tonelico comes Lyner Barsett, whose airship is totaled upon impact with the ground. These two meet up, and in the search for someone who can repair the ship, end up helping both each other and themselves."	1	Trans Arts	PG-13 - Teens 13 or older	OVA	Game	Action;Adventure;Fantasy;Sci-Fi
1224	Aquarian Age: Sign for Evolution	2002-01-11	6.1	2002	"Five supernatural factions have been fighting against each other for who knows how many centuries, with the beginning of Aquarian Age always in mind. Kyouta, soon begins to see visions of mystical girls fighting, except they do exist. Soon he and his girlfriend Yoriko become involved and the battle for Earth and Aquarian Age lies in their hands. 

(Source: ANN)"	13	Madhouse	PG-13 - Teens 13 or older	TV	Card game	Action;Adventure;Fantasy;Romance;Sci-Fi
1273	Injuu Gakuen La☆Blue Girl: Fukkatsu-hen	2001-05-25	6.1	2001	"A race of butterfly-demons named the Mahoroba want to enslave Miko Mido and her sister to steal them the seal case that control the Shikima. Their ultimate goal is to conquer the Shikima Brain, a legendary place of the Shikima realm which is said to confer the power to rule the universe. 

(Source: ANN)"	4	Arms	Rx - Hentai	OVA	Manga	Hentai
1274	Injuu Gakuen EX	1996-07-26	6.1	1996	"Miko Mido has fallen in love for the first time. Too bad for her that she hasn't the time to pursue the man of her dreams. There is a mysterious female ghost which is attacking Miko's schoolmates and stealing their life-force, and someone has to investigate the case. However, it seems that the ominous phantom is willing to pursue Miko's love interest, too...

(Source: ANN)"	4	Arms	Rx - Hentai	OVA	Manga	Hentai
1331	Dragon Pink	1994-08-05	6.1	1994	"When a slave girl dons the Cursed Panties of Torijama, the world of fantasy suddenly becomes a whole lot sexier. Based on the comics by Itoyoko, Dragon Pink is the story of four adventurers out for danger, treasure, and a good time: the slave girl Pink, now destined to be a sexually overcharged catwoman; Santa, the talented swordsman; Pias, the elf sorceress with magic where you wouldn't believe; and Bobo, the big warrior with the big axe.

And the mayhem's just stared with Pink and company up against bad guys who all have permanent plans for her and her party. Trouble, disaster, and dismay are in store, as well as plenty of good stuff, too. The trouble is living long enough to get there.

(Source: AniDB)"	3	AIC	Rx - Hentai	OVA	Manga	Action;Adventure;Comedy;Fantasy;Hentai;Supernatural
